Height,Period,PeakPower_kW
2.3765990211615833,4.7197427968948675,243.27893932903532
3.7414602204897114,13.672763300002721,460.2720920537134
0.500514686678052,9.68100461919942,16.34090985493177
1.8604965768432788,6.032932346609905,287.1293099155286
1.1604015086770088,6.523257445703234,121.6234509354001
0.9155236764595901,11.43825854075093,34.28129388373253
1.338170951199519,5.954294811093188,145.26190245328476
2.055023271693715,9.813589272732578,268.97731565957247
2.2854536340380145,13.700199890883123,152.81500855052803
2.924675303015106,12.468288014900352,280.7041629308398
2.386375314814827,6.398477591475862,508.5693628636048
3.583487751785418,8.937697142687298,995.4593850065969
1.4200351237918285,10.199557183813798,116.15690213076233
4.451528463759255,12.289808995501787,690.3114422310988
0.6232441693906677,5.567913946460843,27.65607122771334
3.51710379580281,4.185762021774095,296.1171495926531
2.3778716106520714,4.700221437192223,239.368545999067
3.0141042280058823,8.863451109370319,712.647780205779
1.131741223678552,10.063294616533303,76.39059845506445
1.3914567008819545,9.688514370864812,126.62098167771947
4.1033505590399155,7.1736240932216075,1597.0847577634877
4.857177090737289,13.886161544124489,885.0723296127239
1.9104088017165928,9.79745219245797,233.09534400097198
3.615451770511913,7.801411726235504,1200.1893143227112
4.4437511853321725,9.509482191178968,1357.4438023392474
4.525729985767313,11.45334430906502,846.7538100059373
0.8826989511640007,10.692328934531846,39.20442925673056
0.6757465245479706,6.6491955766280935,41.712169306005336
1.2642368880405601,4.663348344284415,65.25579891572413
4.451641265432359,7.700841979141063,1841.110503497586
0.9425607522487254,10.297175070215644,49.77929767597074
2.394984312522735,6.101740099148396,484.6552261540858
4.810502885677259,11.527555537388139,938.8182947263743
2.899243782378577,4.665364813541149,345.5386532424403
3.6134470127771303,6.60315098578541,1203.1481613772407
1.9198203395272833,12.047545637433455,129.35087316715249
3.5892541745671265,5.934342826233277,1049.5195401298927
4.255815523538178,10.3946088087994,999.2948683909767
0.5822972480488631,9.246703091237336,24.32090247502777
3.8756494172523537,13.248079703993508,483.1095689066474
4.949874900079227,6.63296770487111,2277.9158838851386
3.8667454447092773,4.659610906840237,613.3037080243154
1.7619979642898234,11.350659632886694,130.527601846183
4.051756978031698,11.721780295432467,630.5926483506059
0.9645170295993891,13.07815852503524,25.22941184811255
2.5155208677915732,13.319720691968373,187.28168573715212
4.58867976391893,4.139515729755971,472.9791241291777
1.8212636676815577,6.343620861214205,292.95959144511966
1.7949890236385693,10.167783570016576,187.2442281284035
1.0851285745322494,13.490163206876165,30.044593235180216
0.5871513104163368,13.501761192470797,8.337646907024139
3.554759898229509,9.566531881951564,855.089804975348
1.4523265220002657,13.156063497662746,58.33739755068268
1.694959967175018,10.415662089463375,156.29901696672235
2.712079216761522,7.900077141412463,665.7456527581055
0.7401314530268617,8.859906670969098,42.614753932149625
3.083529224714059,10.043104829199732,574.0557282317426
1.1602785870761456,9.495479215085625,91.56840664254314
3.151874916064779,13.261814267064537,306.71389665430587
3.6489126200941904,13.187334356336061,420.5227913548541
0.9605049297252163,7.948756129235549,82.39348557653092
2.3632519451880576,13.632625284407117,161.61415468756945
3.624800709774853,5.739556666804644,1008.8742051142048
2.363806712871062,5.263295194396373,348.01876520016856
0.7247905652573923,5.350791580467313,34.00774579087685
2.9115338266198023,9.056621656768968,638.8771503597874
3.4870759034890497,4.21524805274198,302.98556364548153
2.8170010042623885,13.47970211217681,240.57077233356858
4.75067640195866,12.271154711707325,792.1900945736443
3.139497682258968,4.150189807421224,224.05297281980262
4.565308618795476,5.761962555750553,1618.9824367507722
1.1186361686580688,7.32063574366837,116.83261898331727
1.1267435626284135,5.309968448109169,80.61964848643163
4.133260799192858,12.094906921265821,610.5418821955678
2.289545766434901,7.447366526832934,490.2913236250167
1.2440938870261975,13.401074823333671,40.75329324565809
4.673788611782152,9.8201417994708,1402.4489972310312
2.0649463688547796,12.78831984411844,128.62500771865678
3.8786544641127,12.447344453922218,506.86409096826117
3.7669909340770316,13.053923187086493,444.91725176143206
4.474877410426144,8.598802658168069,1660.6043999891358
3.30652493175024,9.463468160203732,755.6305928821083
3.879240953123017,11.986035911520393,547.0067555789552
2.0700425389002914,6.857188517341475,399.8678903476397
1.7146755129426174,8.902535226199277,227.83495881629025
4.531487981882301,9.991103076458783,1261.7684277561023
2.426410354420827,4.155332755508358,134.70347947205414
4.841780212167735,9.934814081966373,1463.4275503028646
3.4854867401830165,8.336763489894583,1045.663526575009
3.297630740941048,12.073605288848414,386.14327724569426
1.0163568782901884,7.15244803095373,96.63479666624829
4.77270166418182,12.928887085251514,741.0325333720898
2.5246046006597322,9.778572152845355,409.7675455438298
3.102753264742093,5.840102016274651,761.4272266388884
2.3366156124257653,11.879292338255043,200.25312213214391
1.5666214110936247,10.120311770449339,144.44522559354127
4.565207842530142,4.539092720737529,763.4817927830048
3.0815576900252863,8.201936800011321,829.5264336236828
0.5129164716402154,10.790688365654296,12.918452541183202
3.2771521112932573,13.18601777977526,332.58507451476623
1.9699020579744326,4.004020248913575,70.33478422992532
2.8717614601592416,13.767591490310597,261.2201919418582
4.486739446898485,7.765803147457745,1861.6781215631247
2.107713920011249,13.737835383583226,128.6816420950261
4.588408179139097,10.047161009740531,1275.4406594560787
3.3051205210631123,12.28845807980693,372.78351928069793
0.5711955928095033,9.747115047081023,20.989154782977334
4.682467551846926,10.280761983073504,1248.5351356595115
3.609036128826158,6.85576281695694,1224.0234838594274
4.987952827031663,9.86833340656083,1580.3728939392377
1.2755322875539785,11.5002176370266,65.48309499623294
1.11711087332995,12.583138364290424,38.051290526761115
4.696679583667236,11.550821884676802,888.5537382627112
3.6356817267045507,10.98057248447303,619.3628724145717
0.7970007772492812,12.644794300545998,18.88897068877288
3.8995837367110986,7.226809968367465,1440.418763709563
3.892442848075609,10.707887907875872,765.843578957134
4.653610409959175,8.508739364133492,1824.6380425551195
3.701861413828123,7.821027520315172,1256.764217469022
1.0592193288747411,8.108113499221856,98.33826424071586
0.5894606022790801,8.014795834695406,30.757372095214247
0.6179494409497368,7.173839459582769,35.654075985008355
0.6273791960935757,10.219193679203014,22.491718258581532
1.6079498042137066,8.302472708212644,221.68486810375475
4.370125769072996,13.738020779272523,661.5232236778115
2.924739789537438,10.778008914343111,423.0274718637874
2.9876989040859465,5.985698884271109,735.4279408242786
4.289139015618225,8.267010093480328,1604.5939350121948
1.0587799180396003,7.43346239774423,104.33229975498179
1.7563265555501277,11.976388039585665,109.84946979708661
3.1359167215622956,12.799982885634318,307.6499259607062
4.863180867438535,13.038419558263719,767.9862509005351
3.024635986650695,10.627198123752622,471.8092279547972
0.5839128021782436,6.702082620297578,31.273608368087444
4.102847027062774,6.5236670150458975,1540.5926036930196
1.548384232284592,12.548979426974023,74.61055178424284
4.1319733802845064,9.277146463087465,1234.0349449923544
2.245372898288773,12.02161084004598,178.64235085175724
4.385938345517429,9.724885171916064,1261.9301929555972
3.8620473923173306,11.33142525287511,635.7612184467112
3.003081052956885,9.190116274640559,661.3798367904982
1.1140485154730826,11.70883910501888,47.12455923105931
0.7696296028049525,9.688579907047156,38.64080173844476
1.046045550833318,8.657098785919809,88.55336800875422
0.7004834534514277,7.426889079532818,45.57549028599389
0.9837235809774181,4.682093484167041,40.14841756749906
1.5156920237353462,7.779241793280999,209.3743696016565
3.708450411722045,4.796260776982524,633.6511652429379
3.018726419243641,13.82817113730445,298.4958252422491
0.5565019107160214,5.816128513307637,24.05572483655047
